symbol,yahoo_ticker,company_name,series,isin,listing_date,face_value,industry,in_nifty50,in_niftynext50,in_nifty100,in_nifty200,in_nifty500,in_niftymidcap150,in_niftysmallcap250
SGIL,SGIL.NS,Synergy Green Industries Limited,EQ,INE00QT01015,2021-07-28,10.0,,false,false,false,false,false,false,false
SGL,SGL.NS,STL Global Limited,EQ,INE353H01010,2006-04-10,10.0,,false,false,false,false,false,false,false
SGLRES,SGLRES.NS,SGL Resources Limited,EQ,INE967B01028,2026-08-17,2.0,,false,false,false,false,false,false,false
SGMART,SGMART.NS,SG Mart Limited,EQ,INE385F01024,2025-09-12,1.0,,false,false,false,false,false,false,false
SGRL,SGRL.NS,Shree Ganesh Remedies Limited,EQ,INE414Y01015,2026-08-17,10.0,,false,false,false,false,false,false,false
SHADOWFAX,SHADOWFAX.NS,Shadowfax Technologies Limited,EQ,INE12UN01015,2026-01-28,10.0,,false,false,false,false,false,false,false
SHAH,SHAH.NS,Shah Metacorp Limited,EQ,INE482J01021,2010-10-27,1.0,,false,false,false,false,false,false,false
SHAHALLOYS,SHAHALLOYS.NS,Shah Alloys Limited,EQ,INE640C01011,2005-06-16,10.0,,false,false,false,false,false,false,false
SHAILY,SHAILY.NS,Shaily Engineering Plastics Limited,EQ,INE151G01028,2022-04-04,2.0,,false,false,false,false,false,false,false
SHAKTIPUMP,SHAKTIPUMP.NS,Shakti Pumps (India) Limited,EQ,INE908D01010,2015-01-29,10.0,,false,false,false,false,false,false,false
SHALBY,SHALBY.NS,Shalby Limited,EQ,INE597J01018,2017-12-15,10.0,,false,false,false,false,false,false,false
SHALPAINTS,SHALPAINTS.NS,Shalimar Paints Limited,BE,INE849C01026,2008-03-03,2.0,,false,false,false,false,false,false,false
SHANKARA,SHANKARA.NS,Shankara Building Products Limited,EQ,INE274V01019,2017-04-05,10.0,,false,false,false,false,false,false,false
SHANKESH,SHANKESH.NS,Shankesh Jewellers Limited,EQ,INE1WFC01025,2026-08-25,5.0,,false,false,false,false,false,false,false
SHANTI,SHANTI.NS,Shanti Overseas (India) Limited,EQ,INE933X01016,2021-09-16,10.0,,false,false,false,false,false,false,false
SHANTIGEAR,SHANTIGEAR.NS,Shanthi Gears Limited,EQ,INE631A01022,1996-01-17,1.0,,false,false,false,false,false,false,false
SHANTIGOLD,SHANTIGOLD.NS,Shanti Gold International Limited,EQ,INE06ZD01017,2025-08-01,10.0,,false,false,false,false,false,false,false
SHARDACROP,SHARDACROP.NS,Sharda Cropchem Limited,EQ,INE221J01015,2014-09-23,10.0,,false,false,false,false,false,false,false
SHARDAMOTR,SHARDAMOTR.NS,Sharda Motor Industries Limited,EQ,INE597I01028,2015-09-03,2.0,,false,false,false,false,false,false,false
SHARDUL,SHARDUL.NS,Shardul Securities Limited,BE,INE037B01020,2026-04-20,2.0,,false,false,false,false,false,false,false
SHAREINDIA,SHAREINDIA.NS,Share India Securities Limited,EQ,INE932X01026,2020-09-21,2.0,,false,false,false,false,false,false,false
SHBAJRG,SHBAJRG.NS,Shri Bajrang Alliance Limited,EQ,INE402H01015,2026-04-20,10.0,,false,false,false,false,false,false,false
SHEKHAWATI,SHEKHAWATI.NS,Shekhawati Industries Limited,BE,INE268L01046,2011-01-12,10.0,,false,false,false,false,false,false,false
SHEMAROO,SHEMAROO.NS,Shemaroo Entertainment Limited,BE,INE363M01019,2014-10-01,10.0,,false,false,false,false,false,false,false
SHERVANI,SHERVANI.NS,Shervani Industrial Syndicate Limited,EQ,INE011D01013,2026-08-17,10.0,,false,false,false,false,false,false,false
SHILCTECH,SHILCTECH.NS,Shilchar Technologies Limited,EQ,INE024F01011,2025-11-24,10.0,,false,false,false,false,false,false,false
SHILGRAVQ,SHILGRAVQ.NS,Shilp Gravures Limited,EQ,INE960A01017,2026-08-17,10.0,,false,false,false,false,false,false,false
SHILPAMED,SHILPAMED.NS,Shilpa Medicare Limited,EQ,INE790G01031,2009-12-03,1.0,,false,false,false,false,false,false,false
SHINDL,SHINDL.NS,Sharat Industries Limited,EQ,INE220Z01013,2026-04-20,10.0,,false,false,false,false,false,false,false
SHIPROCKET,SHIPROCKET.NS,Shiprocket Limited,EQ,INE0FOO01011,2026-08-19,10.0,,false,false,false,false,false,false,false
SHIVAAGRO,SHIVAAGRO.NS,Shiva Global Agro Industries Limited,EQ,INE960E01019,2026-08-17,10.0,,false,false,false,false,false,false,false
SHIVACEM,SHIVACEM.NS,Shiva Cement Limited,EQ,INE555C01029,2026-08-17,2.0,,false,false,false,false,false,false,false
SHIVALIK,SHIVALIK.NS,Shivalik Rasayan Limited,BE,INE788J01021,2021-12-09,5.0,,false,false,false,false,false,false,false
SHIVAMAUTO,SHIVAMAUTO.NS,Shivam Autotech Limited,BE,INE637H01024,2006-11-21,2.0,,false,false,false,false,false,false,false
SHIVAMILLS,SHIVAMILLS.NS,Shiva Mills Limited,EQ,INE644Y01017,2018-02-26,10.0,,false,false,false,false,false,false,false
SHIVATEX,SHIVATEX.NS,Shiva Texyarn Limited,EQ,INE705C01020,2017-12-26,10.0,,false,false,false,false,false,false,false
SHIVAUM,SHIVAUM.NS,Shiv Aum Steels Limited,EQ,INE719F01016,2025-11-14,10.0,,false,false,false,false,false,false,false
SHK,SHK.NS,S H Kelkar and Company Limited,EQ,INE500L01026,2015-11-16,10.0,,false,false,false,false,false,false,false
SHOPERSTOP,SHOPERSTOP.NS,Shoppers Stop Limited,EQ,INE498B01024,2005-05-23,5.0,,false,false,false,false,false,false,false
SHRADDHA,SHRADDHA.NS,Shraddha Prime Projects Limited,EQ,INE311M01018,2026-08-17,10.0,,false,false,false,false,false,false,false
SHRADHA,SHRADHA.NS,Shradha Realty Limited,EQ,INE715Y01031,2020-10-22,2.0,,false,false,false,false,false,false,false
SHREDIGCEM,SHREDIGCEM.NS,Shree Digvijay Cement Co.Ltd,EQ,INE232A01011,2020-01-28,10.0,,false,false,false,false,false,false,false
SHREECEM,SHREECEM.NS,SHREE CEMENT LIMITED,EQ,INE070A01015,1995-04-26,10.0,Construction Materials,false,true,true,true,true,false,false
SHREEJISPG,SHREEJISPG.NS,Shreeji Shipping Global Limited,EQ,INE1B6101010,2025-08-26,10.0,,false,false,false,false,false,false,false
SHREEPUSHK,SHREEPUSHK.NS,Shree Pushkar Chemicals & Fertilisers Limited,EQ,INE712K01011,2015-09-10,10.0,,false,false,false,false,false,false,false
SHREERAMA,SHREERAMA.NS,Shree Rama Multi-Tech Limited,EQ,INE879A01019,2000-03-13,5.0,,false,false,false,false,false,false,false
SHRENIK,SHRENIK.NS,Shrenik Limited,BZ,INE632X01030,2019-08-02,1.0,,false,false,false,false,false,false,false
SHREYANIND,SHREYANIND.NS,Shreyans Industries Limited,EQ,INE231C01019,1996-11-06,10.0,,false,false,false,false,false,false,false
SHRIKRISH,SHRIKRISH.NS,Shri Krishna Devcon Limited,EQ,INE997I01012,2026-04-20,10.0,,false,false,false,false,false,false,false
SHRINGARMS,SHRINGARMS.NS,Shringar House of Mangalsutra Limited,EQ,INE1B3L01017,2025-09-17,10.0,,false,false,false,false,false,false,false
SHRIPISTON,SHRIPISTON.NS,SPR Auto Technologies Limited,EQ,INE526E01018,2016-06-02,10.0,,false,false,false,false,false,false,false
SHRIRAMFIN,SHRIRAMFIN.NS,Shriram Finance Limited,EQ,INE721A01047,1996-12-11,2.0,Financial Services,true,false,true,true,true,false,false
SHRIRAMPPS,SHRIRAMPPS.NS,Shriram Properties Limited,EQ,INE217L01019,2021-12-20,10.0,,false,false,false,false,false,false,false
SHRJAGP,SHRJAGP.NS,Shri Jagdamba Polymers Limited,EQ,INE564J01026,2026-08-17,1.0,,false,false,false,false,false,false,false
SHUKRAPHAR,SHUKRAPHAR.NS,Shukra Pharmaceuticals Limited,EQ,INE551C01044,2026-08-14,1.0,,false,false,false,false,false,false,false
SHYAMCENT,SHYAMCENT.NS,Shyam Century Ferrous Limited,BE,INE979R01011,2015-07-28,1.0,,false,false,false,false,false,false,false
SHYAMMETL,SHYAMMETL.NS,Shyam Metalics and Energy Limited,EQ,INE810G01011,2021-06-24,10.0,Capital Goods,false,false,false,false,true,false,true
SHYAMTEL,SHYAMTEL.NS,Shyam Telecom Limited,EQ,INE635A01023,2006-11-06,10.0,,false,false,false,false,false,false,false
SICAGEN,SICAGEN.NS,Sicagen India Limited,EQ,INE176J01011,2026-04-20,10.0,,false,false,false,false,false,false,false
SICALLOG,SICALLOG.NS,Sical Logistics Limited,BE,INE075B01020,2023-10-12,10.0,,false,false,false,false,false,false,false
SIEL,SIEL.NS,Superior Industrial Enterprises Limited,EQ,INE843L01012,2026-08-17,10.0,,false,false,false,false,false,false,false
SIEMENS,SIEMENS.NS,Siemens Limited,EQ,INE003A01024,1995-09-06,2.0,Capital Goods,false,true,true,true,true,false,false
SIGACHI,SIGACHI.NS,Sigachi Industries Limited,EQ,INE0D0K01022,2021-11-15,1.0,,false,false,false,false,false,false,false
SIGIND,SIGIND.NS,Signet Industries Limited,BE,INE529F01035,2018-08-29,10.0,,false,false,false,false,false,false,false
SIGMA,SIGMA.NS,Sigma Solve Limited,EQ,INE0A0S01028,2023-06-09,1.0,,false,false,false,false,false,false,false
SIGMAADV,SIGMAADV.NS,SIGMA ADVANCED SYSTEMS LIMITED,EQ,INE933B01012,2007-07-19,10.0,,false,false,false,false,false,false,false
SIGNATURE,SIGNATURE.NS,Signatureglobal (India) Limited,EQ,INE903U01023,2023-09-27,1.0,Realty,false,false,false,false,true,false,true
SIGNPOST,SIGNPOST.NS,Signpost India Limited,EQ,INE0KGZ01021,2024-02-14,2.0,,false,false,false,false,false,false,false
SIKA,SIKA.NS,Sika Interplant Systems Limited,EQ,INE438E01032,2026-04-20,2.0,,false,false,false,false,false,false,false
SIKKO,SIKKO.NS,Sikko Industries Limited,BE,INE112X01025,2021-10-22,1.0,,false,false,false,false,false,false,false
SIL,SIL.NS,Standard Industries Limited,EQ,INE173A01025,2004-01-27,5.0,,false,false,false,false,false,false,false
SILGO,SILGO.NS,Silgo Retail Limited,EQ,INE01II01013,2021-03-03,10.0,,false,false,false,false,false,false,false
SILINV,SILINV.NS,SIL Investments Limited,EQ,INE923A01015,1996-05-22,10.0,,false,false,false,false,false,false,false
SILLYMONKS,SILLYMONKS.NS,Silly Monks Entertainment Limited,EQ,INE203Y01012,2020-07-08,10.0,,false,false,false,false,false,false,false
SILVERTUC,SILVERTUC.NS,Silver Touch Technologies Limited,EQ,INE625X01026,2022-05-12,2.0,,false,false,false,false,false,false,false
SIMBHALS,SIMBHALS.NS,Simbhaoli Sugars Limited,BZ,INE748T01016,2016-03-14,10.0,,false,false,false,false,false,false,false
SIMPLEXINF,SIMPLEXINF.NS,Simplex Infrastructures Limited,EQ,INE059B01024,2004-03-09,2.0,,false,false,false,false,false,false,false
SIMPLXREA,SIMPLXREA.NS,Simplex Realty Limited,EQ,INE167H01014,2026-08-17,10.0,,false,false,false,false,false,false,false
SINCLAIR,SINCLAIR.NS,Sinclairs Hotels Limited,EQ,INE985A01022,2024-04-10,2.0,,false,false,false,false,false,false,false
SINDHUTRAD,SINDHUTRAD.NS,Sindhu Trade Links Limited,EQ,INE325D01025,2023-06-20,1.0,,false,false,false,false,false,false,false
SINGERIND,SINGERIND.NS,Singer India Limited,EQ,INE638A01035,2026-03-19,2.0,,false,false,false,false,false,false,false
SINTERCOM,SINTERCOM.NS,Sintercom India Limited,EQ,INE129Z01016,2020-10-07,10.0,,false,false,false,false,false,false,false
SIRCA,SIRCA.NS,Sirca Paints India Limited,EQ,INE792Z01011,2019-07-22,10.0,,false,false,false,false,false,false,false
SIS,SIS.NS,SIS LIMITED,EQ,INE285J01028,2017-08-10,5.0,,false,false,false,false,false,false,false
SITINET,SITINET.NS,Siti Networks Limited,BZ,INE965H01011,2007-01-10,1.0,,false,false,false,false,false,false,false
SIYSIL,SIYSIL.NS,Siyaram Silk Mills Limited,EQ,INE076B01028,2007-01-29,2.0,,false,false,false,false,false,false,false
SJS,SJS.NS,S.J.S. Enterprises Limited,EQ,INE284S01014,2021-11-15,10.0,,false,false,false,false,false,false,false
SJVN,SJVN.NS,SJVN Limited,EQ,INE002L01015,2010-05-20,10.0,Power,false,false,false,false,true,true,false
SKFINDIA,SKFINDIA.NS,SKF India Limited,EQ,INE640A01023,1999-01-27,10.0,,false,false,false,false,false,false,false
SKFINDUS,SKFINDUS.NS,SKF India (Industrial) Limited,EQ,INE2J8701016,2025-12-05,10.0,,false,false,false,false,false,false,false
SKIPPER,SKIPPER.NS,Skipper Limited,EQ,INE439E01022,2015-05-27,1.0,,false,false,false,false,false,false,false
SKMEGGPROD,SKMEGGPROD.NS,SKM Egg Products Export (India) Limited,EQ,INE411D01023,1997-03-14,5.0,,false,false,false,false,false,false,false
SKYGOLD,SKYGOLD.NS,SKY GOLD AND DIAMONDS LIMITED,EQ,INE01IU01018,2023-01-06,10.0,,false,false,false,false,false,false,false
SMARTLINK,SMARTLINK.NS,Smartlink Holdings Limited,BE,INE178C01020,2001-04-11,2.0,,false,false,false,false,false,false,false
SMARTWORKS,SMARTWORKS.NS,Smartworks Coworking Spaces Limited,EQ,INE0NAZ01010,2025-07-17,10.0,,false,false,false,false,false,false,false
SMCGLOBAL,SMCGLOBAL.NS,SMC Global Securities Limited,EQ,INE103C01036,2021-02-24,2.0,,false,false,false,false,false,false,false
SMLMAH,SMLMAH.NS,SML Mahindra Limited,EQ,INE294B01019,2003-08-29,10.0,,false,false,false,false,false,false,false
SMLT,SMLT.NS,Sarthak Metals Limited,EQ,INE017W01010,2021-11-25,10.0,,false,false,false,false,false,false,false
SMSPHARMA,SMSPHARMA.NS,SMS Pharmaceuticals Limited,EQ,INE812G01025,2007-02-28,1.0,,false,false,false,false,false,false,false
SNOWMAN,SNOWMAN.NS,Snowman Logistics Limited,EQ,INE734N01019,2014-09-12,10.0,,false,false,false,false,false,false,false
SOBHA,SOBHA.NS,Sobha Limited,EQ,INE671H01015,2006-12-20,10.0,Realty,false,false,false,false,true,false,true
SOFTTECH,SOFTTECH.NS,Softtech Engineers Limited,EQ,INE728Z01015,2022-02-25,10.0,,false,false,false,false,false,false,false
SOLARA,SOLARA.NS,Solara Active Pharma Sciences Limited,EQ,INE624Z01016,2018-06-27,10.0,,false,false,false,false,false,false,false
SOLARINDS,SOLARINDS.NS,Solar Industries India Limited,EQ,INE343H01029,2006-04-03,2.0,Chemicals,false,true,true,true,true,false,false
SOLARWORLD,SOLARWORLD.NS,Solarworld Energy Solutions Limited,EQ,INE0TY101024,2025-09-30,5.0,,false,false,false,false,false,false,false
SOLEX,SOLEX.NS,Solex Energy Limited,EQ,INE880Y01017,2025-10-08,10.0,,false,false,false,false,false,false,false
SOMANYCERA,SOMANYCERA.NS,Somany Ceramics Limited,EQ,INE355A01028,1995-11-22,2.0,,false,false,false,false,false,false,false
SOMATEX,SOMATEX.NS,Soma Textiles & Industries Limited,EQ,INE314C01013,1996-08-14,10.0,,false,false,false,false,false,false,false
SOMICONVEY,SOMICONVEY.NS,Somi Conveyor Beltings Limited,EQ,INE323J01019,2016-07-18,10.0,,false,false,false,false,false,false,false
SONACOMS,SONACOMS.NS,Sona BLW Precision Forgings Limited,EQ,INE073K01018,2021-06-24,10.0,Automobile and Auto Components,false,false,false,false,true,false,true
SONAL,SONAL.NS,Sonal Mercantile Limited,EQ,INE321M01017,2026-04-20,10.0,,false,false,false,false,false,false,false
SONAMLTD,SONAMLTD.NS,SONAM LIMITED,EQ,INE00LM01029,2022-04-07,5.0,,false,false,false,false,false,false,false
SONATSOFTW,SONATSOFTW.NS,Sonata Software Limited,EQ,INE269A01021,1999-07-28,1.0,Information Technology,false,false,false,false,true,false,true
SOTL,SOTL.NS,Savita Oil Technologies Limited,EQ,INE035D01020,1995-06-28,2.0,,false,false,false,false,false,false,false
SOUTHBANK,SOUTHBANK.NS,The South Indian Bank Limited,EQ,INE683A01023,1998-12-08,1.0,,false,false,false,false,false,false,false
SOUTHWEST,SOUTHWEST.NS,South West Pinnacle Exploration Limited,EQ,INE980Y01015,2019-04-18,10.0,,false,false,false,false,false,false,false
SPAL,SPAL.NS,S. P. Apparels Limited,EQ,INE212I01016,2016-08-12,10.0,,false,false,false,false,false,false,false
SPANDANA,SPANDANA.NS,Spandana Sphoorty Financial Limited,EQ,INE572J01011,2019-08-19,10.0,,false,false,false,false,false,false,false
SPARC,SPARC.NS,Sun Pharma Advanced Research Company Limited,EQ,INE232I01014,2007-07-18,1.0,,false,false,false,false,false,false,false
SPCENET,SPCENET.NS,Spacenet Enterprises India Limited,EQ,INE970N01027,2017-01-10,1.0,,false,false,false,false,false,false,false
SPECIALITY,SPECIALITY.NS,Speciality Restaurants Limited,BE,INE247M01014,2012-05-30,10.0,,false,false,false,false,false,false,false
SPECTRUM,SPECTRUM.NS,Spectrum Electrical Industries Limited,BE,INE01EO01010,2025-03-28,10.0,,false,false,false,false,false,false,false
SPELS,SPELS.NS,SPEL Semiconductor Limited,EQ,INE252A01019,2026-08-17,10.0,,false,false,false,false,false,false,false
SPENCERS,SPENCERS.NS,Spencer's Retail Limited,EQ,INE020801028,2019-01-25,5.0,,false,false,false,false,false,false,false
SPIC,SPIC.NS,Southern Petrochemicals Industries Corporation  Limited,EQ,INE147A01011,1996-01-10,10.0,,false,false,false,false,false,false,false
SPLIL,SPLIL.NS,SPL Industries Limited,EQ,INE978G01016,2005-07-26,10.0,,false,false,false,false,false,false,false
SPLPETRO,SPLPETRO.NS,Supreme Petrochem Limited,EQ,INE663A01033,2022-05-24,2.0,Chemicals,false,false,false,false,true,false,true
SPMLINFRA,SPMLINFRA.NS,SPML Infra Limited,EQ,INE937A01023,1996-02-14,2.0,,false,false,false,false,false,false,false
SPORTKING,SPORTKING.NS,Sportking India Limited,EQ,INE885H01029,2022-08-24,1.0,,false,false,false,false,false,false,false
SRD,SRD.NS,Shankar Lal Rampal Dye-Chem Limited,EQ,INE01NE01012,2024-10-09,10.0,,false,false,false,false,false,false,false
SREEL,SREEL.NS,Sreeleathers Limited,EQ,INE099F01013,2014-01-01,10.0,,false,false,false,false,false,false,false
SRF,SRF.NS,SRF Limited,EQ,INE647A01010,2003-08-18,10.0,Chemicals,false,false,false,true,true,true,false
SRGHFL,SRGHFL.NS,SRG Housing Finance Limited,EQ,INE559N01010,2023-08-21,10.0,,false,false,false,false,false,false,false
SRHHYPOLTD,SRHHYPOLTD.NS,Sree Rayalaseema Hi-Strength Hypo Limited,EQ,INE917H01012,2007-05-08,10.0,,false,false,false,false,false,false,false
SRIKPRIND,SRIKPRIND.NS,Sri KPR Industries Limited,EQ,INE009C01019,2026-08-17,10.0,,false,false,false,false,false,false,false
SRM,SRM.NS,SRM Contractors Limited,EQ,INE0R6Z01013,2024-04-03,10.0,,false,false,false,false,false,false,false
SRTL,SRTL.NS,Shree Ram Twistex Limited,EQ,INE19GK01015,2026-03-02,10.0,,false,false,false,false,false,false,false
SSDL,SSDL.NS,Saraswati Saree Depot Limited,EQ,INE0PQ101010,2024-08-20,10.0,,false,false,false,false,false,false,false
SSWL,SSWL.NS,Steel Strips Wheels Limited,EQ,INE802C01033,2005-06-06,1.0,,false,false,false,false,false,false,false
STALLION,STALLION.NS,Stallion India Fluorochemicals Limited,BE,INE0RYC01010,2025-01-23,10.0,,false,false,false,false,false,false,false
STANLEY,STANLEY.NS,Stanley Lifestyles Limited,EQ,INE01A001028,2024-06-28,2.0,,false,false,false,false,false,false,false
STAR,STAR.NS,Strides Pharma Science Limited,EQ,INE939A01011,2000-02-02,10.0,,false,false,false,false,false,false,false
STARCEMENT,STARCEMENT.NS,Star Cement Limited,EQ,INE460H01021,2017-06-16,1.0,,false,false,false,false,false,false,false
STARHEALTH,STARHEALTH.NS,Star Health and Allied Insurance Company Limited,EQ,INE575P01011,2021-12-10,10.0,Financial Services,false,false,false,false,true,false,true
STARPAPER,STARPAPER.NS,Star Paper Mills Limited,EQ,INE733A01018,1995-09-13,10.0,,false,false,false,false,false,false,false
STARTECK,STARTECK.NS,Starteck Finance Limited,EQ,INE992I01013,2022-05-04,10.0,,false,false,false,false,false,false,false
STCINDIA,STCINDIA.NS,The State Trading Corporation of India Limited,EQ,INE655A01013,2003-04-01,10.0,,false,false,false,false,false,false,false
STEELCAS,STEELCAS.NS,Steelcast Limited,EQ,INE124E01038,2021-11-23,1.0,,false,false,false,false,false,false,false
STEELCITY,STEELCITY.NS,Steel City Securities Limited,EQ,INE395H01011,2019-06-27,10.0,,false,false,false,false,false,false,false
STEELXIND,STEELXIND.NS,STEEL EXCHANGE INDIA LIMITED,EQ,INE503B01021,2017-07-20,1.0,,false,false,false,false,false,false,false
STEL,STEL.NS,Stel Holdings Limited,EQ,INE577L01016,2011-02-09,10.0,,false,false,false,false,false,false,false
STERTOOLS,STERTOOLS.NS,Sterling Tools Limited,BE,INE334A01023,2006-02-02,2.0,,false,false,false,false,false,false,false
STLNETWORK,STLNETWORK.NS,STL Networks Limited,EQ,INE1VXE01018,2025-09-04,2.0,,false,false,false,false,false,false,false
STLSTRINF,STLSTRINF.NS,Steel Strips Infrastructures Limited,EQ,INE205F01016,2026-08-17,10.0,,false,false,false,false,false,false,false
STLTECH,STLTECH.NS,Sterlite Technologies Limited,BE,INE089C01029,2000-12-08,2.0,,false,false,false,false,false,false,false
STOVEKRAFT,STOVEKRAFT.NS,Stove Kraft Limited,EQ,INE00IN01015,2021-02-05,10.0,,false,false,false,false,false,false,false
STUDDS,STUDDS.NS,Studds Accessories Limited,EQ,INE00Q601028,2025-11-07,5.0,,false,false,false,false,false,false,false
STYL,STYL.NS,Seshaasai Technologies Limited,EQ,INE04VU01023,2025-09-30,10.0,,false,false,false,false,false,false,false
STYLAMIND,STYLAMIND.NS,Stylam Industries Limited,EQ,INE239C01020,2021-08-02,5.0,,false,false,false,false,false,false,false
STYLEBAAZA,STYLEBAAZA.NS,Baazar Style Retail Limited,EQ,INE01FR01028,2024-09-06,5.0,,false,false,false,false,false,false,false
STYRENIX,STYRENIX.NS,Styrenix Performance Materials Limited,EQ,INE189B01011,1995-03-29,10.0,,false,false,false,false,false,false,false
SUBEXLTD,SUBEXLTD.NS,Subex Limited,EQ,INE754A01055,2020-11-05,5.0,,false,false,false,false,false,false,false
SUBROS,SUBROS.NS,Subros Limited,EQ,INE287B01021,2005-07-13,2.0,,false,false,false,false,false,false,false
SUDARCOLOR,SUDARCOLOR.NS,Sudarshan Colorants India Limited,EQ,INE492A01029,1995-06-14,10.0,,false,false,false,false,false,false,false
SUDARSCHEM,SUDARSCHEM.NS,Sudarshan Chemical Industries Limited,EQ,INE659A01023,1995-05-25,2.0,,false,false,false,false,false,false,false
SUDEEPPHRM,SUDEEPPHRM.NS,Sudeep Pharma Limited,EQ,INE0QPI01025,2025-11-28,1.0,,false,false,false,false,false,false,false
SUKHJITS,SUKHJITS.NS,Sukhjit Starch & Chemicals Limited,EQ,INE450E01029,2022-11-07,5.0,,false,false,false,false,false,false,false
SULA,SULA.NS,Sula Vineyards Limited,EQ,INE142Q01026,2022-12-22,2.0,,false,false,false,false,false,false,false
SUMEDHA,SUMEDHA.NS,Sumedha Fiscal Services Limited,EQ,INE886B01012,2026-08-17,10.0,,false,false,false,false,false,false,false
SUMEETINDS,SUMEETINDS.NS,Sumeet Industries Limited,EQ,INE235C01036,2010-12-10,2.0,,false,false,false,false,false,false,false
SUMICHEM,SUMICHEM.NS,Sumitomo Chemical India Limited,EQ,INE258G01013,2020-01-27,10.0,Chemicals,false,false,false,false,true,false,true
SUMIT,SUMIT.NS,Sumit Woods Limited,EQ,INE748Z01013,2019-07-30,10.0,,false,false,false,false,false,false,false
SUMMITSEC,SUMMITSEC.NS,Summit Securities Limited,EQ,INE519C01017,2011-01-28,10.0,,false,false,false,false,false,false,false
SUNCLAY,SUNCLAY.NS,Sundaram Clayton Limited,EQ,INE0Q3R01026,2023-12-29,5.0,,false,false,false,false,false,false,false
SUNDARAM,SUNDARAM.NS,Sundaram Multi Pap Limited,EQ,INE108E01023,2010-06-02,1.0,,false,false,false,false,false,false,false
SUNDARMFIN,SUNDARMFIN.NS,Sundaram Finance Limited,EQ,INE660A01013,1998-01-07,10.0,Financial Services,false,false,false,false,true,true,false
SUNDRMBRAK,SUNDRMBRAK.NS,Sundaram Brake Linings Limited,BE,INE073D01013,1996-07-17,10.0,,false,false,false,false,false,false,false
SUNDRMFAST,SUNDRMFAST.NS,Sundram Fasteners Limited,EQ,INE387A01021,2000-06-07,1.0,,false,false,false,false,false,false,false
SUNDROP,SUNDROP.NS,Sundrop Brands Limited,EQ,INE209A01019,2002-12-06,10.0,,false,false,false,false,false,false,false
SUNFLAG,SUNFLAG.NS,Sunflag Iron And Steel Company Limited,EQ,INE947A01014,2005-09-29,10.0,,false,false,false,false,false,false,false
SUNLOC,SUNLOC.NS,Sunil Healthcare Limited,EQ,INE671C01016,2026-08-17,10.0,,false,false,false,false,false,false,false
SUNPHARMA,SUNPHARMA.NS,Sun Pharmaceutical Industries Limited,EQ,INE044A01036,1995-02-08,1.0,Healthcare,true,false,true,true,true,false,false
SUNRAKSHAK,SUNRAKSHAK.NS,Sunrakshakk Industries India Limited,EQ,INE671K01027,2026-08-17,2.0,,false,false,false,false,false,false,false
SUNSHIEL,SUNSHIEL.NS,Sunshield Chemicals Limited,EQ,INE199E01014,2026-08-17,10.0,,false,false,false,false,false,false,false
SUNSHINE,SUNSHINE.NS,Sunshine Pictures Limited,EQ,INE1B3O01011,2026-08-25,10.0,,false,false,false,false,false,false,false
SUNTECK,SUNTECK.NS,Sunteck Realty Limited,EQ,INE805D01034,2009-11-13,1.0,,false,false,false,false,false,false,false
SUNTV,SUNTV.NS,Sun TV Network Limited,EQ,INE424H01027,2006-04-24,5.0,Media Entertainment & Publication,false,false,false,false,true,false,true
SUPERHOUSE,SUPERHOUSE.NS,Superhouse Limited,EQ,INE712B01010,2014-09-26,10.0,,false,false,false,false,false,false,false
SUPERSPIN,SUPERSPIN.NS,Super Spinning Mills Limited,BE,INE662A01027,2004-07-08,1.0,,false,false,false,false,false,false,false
SUPRAJIT,SUPRAJIT.NS,Suprajit Engineering Limited,EQ,INE399C01030,2005-02-18,1.0,,false,false,false,false,false,false,false
SUPREME,SUPREME.NS,Supreme Holdings & Hospitality (India) Limited,EQ,INE822E01011,2025-02-03,10.0,,false,false,false,false,false,false,false
SUPREMEENG,SUPREMEENG.NS,Supreme Engineering Limited,BZ,INE319Z01021,2020-12-04,1.0,,false,false,false,false,false,false,false
SUPREMEIND,SUPREMEIND.NS,Supreme Industries Limited,EQ,INE195A01028,1995-07-19,2.0,Capital Goods,false,false,false,true,true,true,false
SUPREMEINF,SUPREMEINF.NS,Supreme Infrastructure India Limited,EQ,INE550H01011,2007-10-18,10.0,,false,false,false,false,false,false,false
SUPRIYA,SUPRIYA.NS,Supriya Lifescience Limited,EQ,INE07RO01027,2021-12-28,2.0,,false,false,false,false,false,false,false
SUPTANERY,SUPTANERY.NS,Super Tannery Limited,BE,INE460D01038,2026-08-17,1.0,,false,false,false,false,false,false,false
SURAJEST,SURAJEST.NS,Suraj Estate Developers Limited,EQ,INE843S01025,2023-12-26,5.0,,false,false,false,false,false,false,false
SURAJLTD,SURAJLTD.NS,Suraj Limited,EQ,INE713C01016,2024-08-29,10.0,,false,false,false,false,false,false,false
SURAKSHA,SURAKSHA.NS,Suraksha Diagnostic Limited,EQ,INE877V01027,2024-12-06,2.0,,false,false,false,false,false,false,false
SURANASOL,SURANASOL.NS,Surana Solar Limited,EQ,INE272L01022,2011-01-07,5.0,,false,false,false,false,false,false,false
SURANAT&P,SURANAT&P.NS,Surana Telecom and Power Limited,EQ,INE130B01031,2002-05-22,1.0,,false,false,false,false,false,false,false
